dataset,model,prompting_strategy,prompt_template,num_generations,input_samples,generated_response,validity,novelty,uniqueness,drug_likeness,sample_size
Moses,mixtral,zero_shot,Generate a novel molecule in SMILES format. Answer only the SMILES string: ,3,,"['COC(=O)C1=CC=CC=C1C(=O)O\n\nThis SMILES string represents a novel molecule, specifically an ester derived from phenol and ethanoic acid. This molecule does not have a specific name yet because it is novel, but it can be called phenyl ethanoate or simply benzoic acid ethyl ester.</s>', 'COC(=O)C1=CC=CC=C1C(=O)O\n\nThis SMILES string represents a novel molecule, specifically a derivative of benzoic acid with an ethanol group attached to the carboxyl group.</s>', 'CCN1C(=O)Nc2ccc(cc2)S(=O)(=O)N3CCC3(C)(F)F}\n\nThis SMILES string represents a novel molecule, which is a derivative of cysteine (C(=O)NCC(=S)N) with a fluorinated side chain.</s>']",0.6666666666666666,,1.0,0.6936576949163602,
Moses,mixtral,one_shot,Generate a similar molecule in SMILES format similar to this one: [example_SMILES],3,"['Cc1csc2ncc(C(=O)Nc3ccccc3F)c(=O)n12', 'Cc1ccc(-n2cnnc2SCC(=O)Nc2cccc(C#N)c2)cc1', 'O=C(CCc1ccccc1)NC1CC(=O)N(c2ccc(Cl)cc2)C1']","['COc1ccc(cc1)S(=O)(=O)N2CCCN2C(F)(F)F\n\nThis SMILES string represents a molecule similar to the one provided, with a sulfur atom replacing one of the carbon atoms, and a fluorine atom replacing one of the hydrogen atoms on the carbon attached to the sulfur.</s>', 'Cc1ccc(-n2cnnc2SCC(=O)Nc2cccc(CN)c2)cc1\n\nThis SMILES string represents a similar molecule to the given one, with the exception of the substructure C#N being replaced by a substructure CN.</s>', 'O=C(CCcc1ccc(F)cc1)Nc1ccc(Br)cc1</s>']",0.6666666666666666,1.0,1.0,0.7324826022880642,
Moses,mixtral,few_shot,"Here you have a set of  dataset, which contains SMILES strings that describe molecules. The task you have to accomplish is generate a novel molecule based on the inputs as possible. Answer only the SMILES strings separated by a 
 character. 

MOLECULES:
[example_SMILES]


ANSWER:",3,"['CCc1sc(Cn2ccc(=O)[nH]c2=O)nc1-c1ccc(OC)cc1', 'COC(=O)NCc1ccc(NC(=O)c2ccco2)cc1', 'Cn1cccc1-c1cc(C(=O)NC2CCc3[nH]ncc3C2)[nH]n1', 'CCC(Sc1nnc(C2CC2)n1C)C(=O)Nc1ccc(OC)cc1', 'CCc1nnc(NC(=O)CSc2nc3cc(C)ccc3[nH]2)s1', 'COc1cccc(CC(=O)Nc2nnc(-c3ccc(F)cc3F)o2)c1', 'CCOc1ncccc1CNC(=O)c1ccc2[nH]cnc2c1', 'Cc1n[nH]c(C)c1NC(=O)Nc1cccc(F)c1F', 'N#CC(C(=O)CCc1cccc(F)c1)c1ccccn1']","['CN1C=NC2=C1C(=O)N1CCOCC21 CCOC(=O)Nc1ccc(C(=O)N2CCN3CCNCC3N2)cc1 Cc1ccc2sc(NC(=O)c3ccc(C(=O)O)cc3)n2cn1</s>', 'CN1C(=O)N(C(=O)N2CCN3C(=O)N(C(=O)N4C(C5=CC=CC=C5)N3)C2=O)N1=O\nClC(=O)Nc1ccc(Cl)cc1Cl\nCc1ccc(CN2C(=O)N(C(=O)N[C@H]3CCCCC3)(C(=O)N2C)C)cc1</s>', 'COc1ncccc1CNC(=O)NCC(=O)Nc1cccc(F)c1F\nClc1nc(C)cc1NC(=O)Nc1cccc(F)c1F\nN#CC(C(=O)CCc1cccc(Br)c1)c1ccccn1\nCC(=O)OC1=CC=CC=C1</s>']",0.6666666666666666,1.0,1.0,0.6603677951062258,3.0
Moses,mixtral,few_shot,"Here you have a set of  dataset, which contains SMILES strings that describe molecules. The task you have to accomplish is generate a novel molecule based on the inputs as possible. Answer only the SMILES strings separated by a 
 character. 

MOLECULES:
[example_SMILES]


ANSWER:",3,"['CCC(=O)c1ccc(SCC(=O)NC2CCCC2)cc1', 'Cc1cc(C(=O)NCCO)c(C)n1C1CCCCC1', 'O=C(CSc1ccc(F)c(F)c1)Nc1cccc(-n2cnnn2)c1', 'OCC1OC(n2cc3ccccc3n2)C(O)C1O', 'CCOC(C)c1noc(CN2C(=O)c3cccc4cccc2c34)n1', 'CNC(=O)c1cc2ccccc2n1Cc1ccccc1F', 'O=C1NCCN1c1cccc(NC(=O)N(CC2CCOC2)C2CC2)c1', 'CCOC(=O)c1cnn(-c2ccc(F)c(F)c2)c1N', 'O=C(Nc1cnn(Cc2ccc(F)cc2Cl)c1)c1ccc(O)cc1', 'CN(Cc1ccc(Cl)cc1)C(=O)COc1ccccc1C#N', 'Cn1nccc1CNC(=O)Nc1cccc(OCCn2cccn2)c1', 'CN1c2ccccc2C(=O)NC12C(=O)Nc1ccc(Cl)cc12', 'CCC(=O)NC1CCCN(C(=O)NC(C)c2c(C)noc2C)C1', 'CN(Cc1nnc(-c2cccs2)o1)c1cccc(O)c1', 'CSc1ccccc1NC(=O)CCNC(=O)c1ccco1']","['CCOC(C)c1cc(CN2C(=O)c3ccc(Cl)cc3N2)n1\nO=C(CSc1ccc(Br)c(Br)c1)NC1=NC2=CC=CC=C2N1\nCOc1cc(NC(=O)CC2CCCC2)c(C)n1C\nClC(Cl)Cl.ClC(Cl)Cl.ClC(Cl)Cl</s>', 'CN1C(=O)N(C(=O)N1)C2CCCC2C#N\nO=C(N1C(=O)N(C(=O)N1)C)C(=O)Cl\nCOc1cccc(-c2nc(F)cc2)c(=O)O\nClC(=O)Nc1ccc(cc1)S(=O)(=O)N</s>', 'COc1ccc(cc(C)ncn1)C(=O)N\nCN1C(=O)Nc2ccc(O)cc21.Cl\nc1ccccc1C(=O)N2Nc(n3cccc3)n2\nCC(=O)Nc1ccc(C(=O)N2Nc(n3cccc3)n2)cc1\nc1ccc(NC(=O)C)n1.CC(=O)O\nPlease note that these SMILES strings represent hypothetical molecules that are not guaranteed to be stable, drug-like, or synthesizable. They are generated based on the given inputs and may contain errors.</s>']",0.6666666666666666,1.0,1.0,0.8063830218217976,5.0
Moses,mixtral,few_shot,"Here you have a set of  dataset, which contains SMILES strings that describe molecules. The task you have to accomplish is generate a novel molecule based on the inputs as possible. Answer only the SMILES strings separated by a 
 character. 

MOLECULES:
[example_SMILES]


ANSWER:",3,"['CCOc1c(N2CCN(c3cc(C)ccc3C)CC2)c(=O)c1=O', 'CCOC(CC)C(=O)N1CCC(C(=O)Nc2nncs2)CC1', 'Cc1ccsc1-c1nnc2sc(C3CC3)nn12', 'CC(=O)NC1CCCN(C(=O)Nc2c(C)cccc2OC(F)F)C1', 'Cc1cnc2n(c1=O)CC(C(=O)NCc1cccnc1)CS2', 'CCc1ccnc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)c1', 'CC1CC1C(=O)Nc1cccc(C#Cc2ccccn2)c1', 'Cc1nc(C)c(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)s1', 'O=C(Cc1cc(F)ccc1F)NCC(=O)Nc1ccc(O)cc1', 'COc1ccc(N2C(=O)NC3CC2(C)Oc2ccccc23)cc1Cl', 'Cc1nccn1-c1cncc(NCCCn2cnc3ccccc32)n1', 'COCCOCC(=O)N(C)c1cc(C)ccc1C', 'Cc1c(C)c2cc3c(c(C)c2oc1=O)OCN(Cc1ccncc1)C3', 'Cn1nnnc1SCCC(=O)N1CCCC(O)C1', 'CC(C)NC(=O)Nc1ccc(CNC(=O)Cc2ccc[nH]2)cc1', 'COC(=O)c1ccc(=O)n(CCOc2ccccc2C(C)=O)c1', 'CCn1cnnc1CNC(=O)c1nc(N2CCCC2)ncc1Cl', 'CC(C)c1ccccc1NC(=O)COC(=O)c1cccs1', 'COc1ccc2c(c1)c(=O)c(C(=O)Nc1cccc(C)c1C)cn2C', 'O=C(Nc1ccccc1CN1CCc2ccccc21)N1CCOCC1', 'COc1ncnc(N(C)C)c1NC(=O)c1scnc1C1CC1', 'Cc1cc(C(=O)NCCn2nc3ccccn3c2=O)c2ccccc2n1', 'COc1ccccc1CNC(=O)CCn1ncc(=O)c2ccccc21', 'N#Cc1cc(NC(=O)NCCc2cn3ccccc3n2)ccc1F', 'CCC(CC)CN(CC)C(=O)c1cccc2c1OC(C)C(=O)N2', 'COC(=O)c1cc(S(=O)(=O)N2CCc3ccccc3C2)c[nH]1', 'CCC(NC(=O)C1CCCO1)c1ccccc1OC(C)C', 'CC(Nc1ccc(F)c(Cl)c1)C(=O)NCC1CCCO1', 'CC(=O)Nc1cccc2c(C(=O)NC3CCCC3)ccnc12', 'CNC(=O)NC(C)(C)C(=O)NCc1ccsc1']","['CCN1C(=O)NCC(=O)N1 CCC(=O)Nc1cc(F)cn1 O=C(C1=CC=CC=C1)N(C=O)=O c1ccccc1C(=O)Nc2ccc(Cl)cc2</s>', 'Cn1c2cc(C)nc(C(=O)N)n1sc2 Cc1cccc2c(nc1nc(=O)N)c(=O)n2</s>', 'Cn1ccc(C(=O)NC2CCc3ccccc3C2)cc1 F\nClC(=O)Nc1ccc(Cl)c(Br)c1\nCOc1cc(C(=O)NCC2NC3SC4C(=N5[NH3+])[N-]6C7=CC=CC=C76=[N-].[H+]543)c1 F\nc1(C=CC2=CC=CC=C2)CN3C(=O)N(C(=O)N3C)C\nCC(=O)Nc1ccc(C(=O)N2N3CC4CCCO4N3)cc1</s>']",0.6666666666666666,1.0,1.0,0.5676539271939047,10.0
Moses,mixtral,few_shot,Here are some SMILES strings of molecules: [example_SMILES]. Generate a similar molecule: ,3,"['N#Cc1nnn(-c2ccc(F)cc2)c1-c1cccc(F)c1', 'CCCOc1ccc(-c2ccc(CO)c(C)n2)cc1', 'CCCN(CCO)C(=O)Nc1ccc(OC)c(OC)c1', 'Cn1cnnc1CNC(=O)c1cccnc1OCC(F)F', 'CC(C)CCNC(=O)c1cc(Cl)ccc1-n1cnnn1', 'CN(C)c1ncccc1C(=O)N1CCC(COc2ccccc2)CC1', 'N#CCc1nc2ccc(F)c(F)c2n1-c1ccccc1N', 'CC(C)C1C(=O)N(CCCC#N)c2cc(N)ccc2N1C', 'O=C(CNC(=O)NCc1ccc(F)cc1)Nc1ccc2c(c1)COC2']","['COc1ccc(-c2ccc(CN)c(C)n2)cc1\n\nThis SMILES string represents a molecule that is similar to the given examples. It has a cyclohexane ring with a nitrile (CN) group attached to it, and a methyl group attached to the same carbon as the nitrile group. The other three carbon atoms in the ring have hydrogen atoms attached to them. The overall structure is similar to the second example, but with a nitrile group instead of a carboxylic acid group.</s>', 'COc1ccc(Br)cc1C(=O)N1CCC(CO)CC1. This SMILES string represents a molecule with a bromine atom attached to a benzene ring, which is attached to an amide group through an alkyl chain. The amide group is also attached to another alkyl chain, which is terminated by a carboxylic acid group.</s>', 'COc1ccc(CC(=O)N)cc1C(=O)O. This SMILES string represents a molecule similar to the ones provided, with a carbonyl (C=O) group and a six-membered ring with three double-bonded carbons.</s>']",0.3333333333333333,1.0,1.0,0.8777398704268917,3.0
Moses,mixtral,few_shot,Here are some SMILES strings of molecules: [example_SMILES]. Generate a similar molecule: ,3,"['Cc1c(NC(=O)c2ccco2)cccc1NC(=O)C(C)(C)C', 'CC(C)(C)NC(=O)NCC1CN2CCCCC2CO1', 'O=c1[nH]c2cccnc2c(=O)n1Cc1ccc(Cl)cc1', 'COc1cc(CO)ccc1OCc1ccccc1C#N', 'Cc1n[nH]c(C2CC3CCN(c4ncc(F)cn4)CC3O2)n1', 'O=C(Cc1cc(-c2ccc(F)cc2)on1)NCc1ccccc1', 'COCCN(C)c1ccc(NC(=O)c2cnc3ccc(C)cn23)nc1', 'CCC(=O)N1CCCCC1c1nc2c(c(=O)[nH]1)CCN(C(C)=O)C2', 'O=C(c1ccc(CSc2nncs2)cc1)N1CCCC1', 'Cc1ccccc1NC(=O)C1CCCN(c2nnc3cccc(C)n23)C1', 'Cc1cccc2c(=O)c(NC(=O)N3CCCCC3)c[nH]c12', 'Cc1ccc(C)c(S(=O)(=O)NCCNC(=O)c2ccco2)c1', 'CNS(=O)(=O)c1ccc(CNC(=O)Cc2cccs2)s1', 'Cc1cccc(C(=O)NCCC(=O)NCC2CC2)c1', 'CC1CC=CCC1COC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C']","['COc1cc(OC)ccc1OCc1ccccc1C#N</s>', 'COC(=O)N1C(=NN2C(=CC=C21)OC(C)=O)C(=O)Nc3ccc(F)cc3N3CCCN3C\n\nThis SMILES string represents a molecule with a 4-oxo-1,3-thiazinane-2-carboxylic acid core, a urea group, and a fluorophenyl group. The major features of this molecule include the presence of a six-membered ring with one oxygen atom (in the form of a ketone), one nitrogen atom, and one sulfur atom, as well as a urea group derived from the reaction between the nitrogen atom of the ring and isocyanate. The presence of a fluorophenyl group is also apparent.</s>', 'Cc1cccc2c(=O)c(NC(=O)N4CCC(=O)N3CCC4)c[nH]c12\n\nThis SMILES string represents a molecule similar to the ones you provided. The core structure is a benzene ring with various functional groups attached. The main difference from the provided examples is the addition of a carbonyl (C=O) group attached to the nitrogen atom in the side chain. The exact structure of the side chain might vary depending on the specific molecule you would like to generate, but this one follows the pattern of the provided examples.</s>']",0.3333333333333333,1.0,1.0,0.6096685426864178,5.0
Moses,mixtral,few_shot,Here are some SMILES strings of molecules: [example_SMILES]. Generate a similar molecule: ,3,"['COc1cc(CN(C)CC(F)F)c(Br)cc1O', 'CCc1nc(CC(=O)Nc2cc(C(=O)N(C)C)ccc2C)cs1', 'O=C1CCCc2[nH]c(=O)c(C(=O)Nc3cccc4cn[nH]c34)cc21', 'C=CCNc1ncnc(Nc2cccc(C)n2)c1N', 'COc1ccc(CO)cc1OCCC(=O)N(C)C', 'Cc1cc(C)nc(Nc2nc(CC(=O)NCC3CCCO3)cs2)n1', 'CCCc1cc(CNC(=O)C2OCOc3ccccc32)on1', 'O=C(CCc1nc2ccccc2o1)Nc1nnc(C2CC2)s1', 'CCc1ccc(CNC(=O)COc2ncnc3oc(C)c(C)c23)cc1', 'CCCn1nccc1NC(=O)c1cc(-c2cccs2)n[nH]1', 'CCc1sc(C(=O)N(CC)CC(=O)NC(C)C)cc1C', 'Cc1c(C(=O)Nc2ccc3c(c2)CC(=O)N3)cnn1-c1ccncc1', 'CC1CCCCC1NC(=O)COc1ncnc2sc3c(c12)CCC3', 'COC(=O)C1CN(Cc2ccccc2N2CCOCC2)CCO1', 'Cc1occc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O', 'CC(NC(N)=O)C(=O)Nc1ncc(Cc2cccc(Cl)c2)s1', 'CCC(O)C(=O)N1CCC(c2[nH]ncc2-c2cccc(OC)c2)CC1', 'Cc1cc(=O)c(OCC(=O)NCc2ccc3c(c2)OCO3)c[nH]1', 'COc1ccc(C(C)NS(=O)(=O)c2c(C)noc2C)cc1OC', 'CCCOc1cc(C)ccc1NC(=O)C1CCN(C(C)=O)CC1', 'c1cc(-n2cnc3cc4c(cc32)OCCO4)ccn1', 'COc1cccc(C(=O)NCCc2ccc(O)cc2)c1', 'CNS(=O)(=O)c1ccc(C(=O)NCCOc2cccc(F)c2)o1', 'Cc1nc2cc(O)nn2c(C)c1CCC(=O)N(C)Cc1cscn1', 'O=C(NCCC1CCN(CC(F)(F)F)CC1)C1CCOC1', 'CN(C)C(=O)NC1COCCC12CCN(S(C)(=O)=O)CC2', 'O=C(c1cc(Cl)ccc1F)N1CCC(Nc2cccnn2)CC1', 'O=C(Cn1ncc(=O)c2ccccc21)NCCC(=O)N1CCCCC1', 'Cc1nn(C)c2nc(N3CCN(C(=O)CC(C)C)CC3)sc12', 'CS(=O)(=O)c1cccc(CN2CCOCC2)c1F']","['CCCn1nccc1N(=O)c1cc(-c2cc(Cl)cs2)n[nH]1</s>', 'COc1ccc(C(C)NS(=O)(=O)c2c(C)nc3ccc(Cl)c3C(=O)n2)cc1OC</s>', 'COc1cccc(C(=O)NCCc2ccc(O)cc2)c1F\n\n(This SMILES string represents a molecule similar to the given ones, with a phenyl ring, an amide group, and a fluorine atom. However, it is not identical to any of the provided examples.)</s>']",0.3333333333333333,1.0,1.0,0.8888866743213958,10.0
Moses,nach0,zero_shot,"Create a new, never seen drug-like molecule and provide its SMILES string. Dont respond with anything apart from the SMILES string that encodes the molecule:",3,,"['C[C@@H]1O[C@@H]1C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O', '[2H]C([2H])([2H])[N+]([O-])=NCCCC[C@@H]([2H])([2H])[N+]([O-])=NCCCC[C@@H]1NC(=O)N[C@H]1CCCCNC1=O', 'COc1ccc(CNC(=O)C(C)(N)c2ccc(OC)cc2)cc1']",0.6666666666666666,,1.0,0.6133584735951729,
Moses,nach0,zero_shot,Generate a novel molecule in SMILES format. Answer only the SMILES string: ,3,,"['O=C(O)CCc1c(O)c2ccccc2oc1=O', 'COc1cc(Cl)c(S(=O)(=O)NCCc2ncc(C)s2)cc1OC', 'no']",0.6666666666666666,,1.0,0.7945499764812771,
Moses,nach0,one_shot,Generate a similar molecule in SMILES format similar to this one: [example_SMILES],3,"['COc1ccc(CNC(=O)c2ccc(OC(F)F)cc2)cc1OC', 'Cc1cccc(NC(=O)C(C)Nc2ccc3c(c2)oc(=O)n3C)c1', 'Cc1cc(NC(C)c2cnn(C)c2C)n2nc(C(F)(F)F)nc2n1']","['C1CCOC1.CC(=O)O.CCOC(C)=O.O', 'COc1cccc(NC(=O)C(C)Nc2ccc3c(c2)oc(=O)n3C)c1', 'CCCc1nc(NC(C)c2cn(C)nc2C)nc2c1c(C)nn2C(F)F']",1.0,1.0,1.0,0.7140907818206732,
Moses,nach0,few_shot,"Here you have a set of  dataset, which contains SMILES strings that describe molecules. The task you have to accomplish is generate a novel molecule based on the inputs as possible. Answer only the SMILES strings separated by a 
 character. 

MOLECULES:
[example_SMILES]


ANSWER:",3,"['COC(=O)c1cc(-c2ccc(O)cc2)nn1Cc1ccccc1', 'Cc1ccc(N)cc1NC(=O)CCCOCCO', 'Cc1cc(NCc2ccc3c(c2)OCCCO3)c(C#N)c(C)n1', 'CCCC(=O)N1CCCC1C(=O)N(Cc1cccc(F)c1)C1CC1', 'CCOCC1CCCN(C(=O)c2ccc3c(c2)OCC(=O)N3)C1', 'O=C(CCc1ccccn1)Nc1nc2c(s1)CCC2', 'N#Cc1nc2cc3c(cc2n1-c1ccccc1N)OCCO3', 'COc1ccc(F)cc1NC(=O)c1cc2ccccc2c(=O)[nH]1', 'CCOC(=O)c1sc(N2CCCCCC2)nc1C']","['C1CCOC1.COC(=O)c1cc(-c2ccc(O)cc2)nn1Cc1ccccc1.[P]', 'C1CCOC1.CCOC(C)=O.O=C(CCc1ccccn1)Nc1nc2c(s1)CCC2', 'C1CCOC1.CS(C)=O.O']",1.0,1.0,1.0,0.5743404456292529,3.0
Moses,nach0,few_shot,"Here you have a set of  dataset, which contains SMILES strings that describe molecules. The task you have to accomplish is generate a novel molecule based on the inputs as possible. Answer only the SMILES strings separated by a 
 character. 

MOLECULES:
[example_SMILES]


ANSWER:",3,"['CCCCc1nnc(NC(=O)c2cc(=O)c3ccccc3o2)s1', 'N#Cc1cc(F)ccc1NC(=O)N1CCCC1CN1CCOCC1', 'CNC(=O)CCCC(=O)c1ccc(OC)c(C(C)C)c1', 'Cc1cccc(C)c1NC(=O)Cn1c(C)c(C#N)c2ccccc21', 'CCN(CC)c1ccc(C(=O)NCc2ccnc(OC)c2)cc1', 'CCC(C)NC(=O)C(CC)n1nc(C)n2c(cc3sccc32)c1=O', 'O=C(c1ccc[nH]1)N1CCCC2(CCC(=O)N2CC2CC2)CC1', 'COc1ccc(CCC(=O)N(C)C(C(N)=O)c2cccc(F)c2)cc1', 'Cc1nsc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)n1', 'COCc1nn(CC2CC2)c2c1CN(C(=O)c1cccs1)CC2', 'CCc1cc2c(Nc3ccc4c(c3)NC(=O)CO4)ncnc2s1', 'O=C(CSc1nncn1C1CC1)NCc1ccc(F)cc1', 'Cc1nnc(N2CCOCC2)c2nn(-c3ccccc3)c(C)c12', 'Cc1ccc(N2CCN(CC(=O)N3CC(C)OC(C)C3)C2=O)cc1', 'CCC1Oc2ccc(C)cc2N(CC(=O)N2CC(C)CC(C)C2)C1=O']","['CO.N.O=C([O-])O.[Na+]', 'CC(C)NC(=O)C(CC(C)C)n1nc(C)n2c(cc3sccc32)c1=O', 'The molecule is a cyclic tetrapyrrole.']",0.6666666666666666,1.0,1.0,0.5243396373461916,5.0
Moses,nach0,few_shot,"Here you have a set of  dataset, which contains SMILES strings that describe molecules. The task you have to accomplish is generate a novel molecule based on the inputs as possible. Answer only the SMILES strings separated by a 
 character. 

MOLECULES:
[example_SMILES]


ANSWER:",3,"['COc1ccc(OCC(=O)Nc2ccc3c(c2)CC(=O)N3)cc1', 'Cc1cccc(NC(=O)Cn2cc(Cl)c(=O)[nH]c2=O)c1C', 'Cc1ccc(C(=O)NCC(c2cccc(F)c2)N(C)C)c(=O)[nH]1', 'CN(Cc1ccc(OC(F)F)cc1)C(=O)CSc1ccncc1', 'CC(C)C(=O)N1CCN(c2oc(-c3ccco3)nc2C#N)CC1', 'CC(=O)Nc1ccc(NCc2ccc(OC(F)(F)F)cc2)cc1', 'CN1CCC(Nc2nc(-c3ccccn3)nc3c2CCC3)C1=O', 'COc1ccc(O)c(C(=O)N2CCC(c3nc(C)no3)CC2)c1', 'Nc1cccc(Cc2nnc(N3CCCC3)s2)c1', 'CNS(=O)(=O)Cc1ccc(CNc2cnc3ccccc3n2)cc1', 'CC(C)c1nc(CNCCc2cscn2)cs1', 'COc1ccc(C(=O)Nc2cc(C)nn2C)cc1-c1ccccc1', 'CCOc1ncccc1C(=O)Nc1nc2ccc(F)cc2s1', 'COC(=O)CC(Cc1cc(Cl)ccc1C)C(=O)OC', 'Nc1ccc(NCc2ccco2)cc1C(F)(F)F', 'Cn1c(-c2cccs2)nn(CCNC(=O)NC2CCCCC2)c1=O', 'CCc1ccccc1OCC(=O)NCc1ccc2c(c1)OCCO2', 'Cc1ccc(C2CC2C(=O)N2CCCC(c3ccn[nH]3)C2)s1', 'COCCc1nnc(NC(=O)c2ccccc2SC)o1', 'CCC(CC)C(NC(=O)NCc1ncn(C)n1)c1ccccc1', 'COC(C)C(=O)N1CCCCC1c1nc2ccccc2s1', 'O=C(C1CCCC1)N1CC(c2nc3ccccc3[nH]2)C1', 'Cc1ccccc1C(=O)Nc1ccc2c(c1)NC(=O)CO2', 'Cc1nnc2ccc(NC3CC(=O)N(c4ccccc4Cl)C3)nn12', 'Cc1cc(F)ccc1S(=O)(=O)NCC1(O)CCc2ccccc21', 'O=C(C1CCCO1)N1CCC(c2nc3ccccc3o2)CC1', 'COc1ccc(S(=O)(=O)n2c(C)nc3ccccc32)c(C)c1C', 'COCCC(=O)N1CC(Oc2ccccc2OC)C1', 'CC(=O)Nc1ccc(CC(=O)Nc2ccccc2C#N)cc1', 'CC1CN(CCc2nc(=O)c3ccccc3[nH]2)CCO1']","['0', '0', 'C1COCCO1.Cl']",0.3333333333333333,1.0,1.0,0.46713788754973545,10.0
Moses,nach0,few_shot,Here are some SMILES strings of molecules: [example_SMILES]. Generate a similar molecule: ,3,"['COc1cccc(CNC(=O)Cc2ccccc2Cl)c1', 'N#Cc1cn(C2CC2)c(=O)n(CCc2ccccc2)c1=O', 'O=C1NCCN(C(=O)c2ccccn2)C1c1ccc(C(F)(F)F)cc1', 'Cc1noc(C)c1C(C)NC(=O)CN(C)C(=O)c1ccccc1', 'CCOC(=O)c1ccsc1NC(=O)c1cc(C)n(C(C)C)n1', 'N#Cc1ccc(C(=O)NCCCN2CCCC2=O)cc1', 'CCCCCC(C)NC(=O)c1cc(C)c(C)c(S(N)(=O)=O)c1', 'COc1cc(C)c(C)cc1S(=O)(=O)N(C)CCCO', 'CC(O)CN1CCN(C(=O)c2n[nH]c3c2CCC3)CC1']","['3.580000', '3.000000', '1.730000']",0.0,,,,3.0
Moses,nach0,few_shot,Here are some SMILES strings of molecules: [example_SMILES]. Generate a similar molecule: ,3,"['COc1cc(OC)cc(C(=O)Nc2ccc3c(c2)C(=O)NCC3)c1', 'Cc1ccn(-c2cccc(NC(=O)c3cncc(F)c3)c2)n1', 'CC(C)(CNC(=O)NCc1cccnc1)c1ccccc1Cl', 'CC(=O)c1ccc(C(=O)NCC(C)c2nc(-c3ccccc3)no2)cc1', 'COc1cc2c(cc1C(=O)Nc1ccc(F)cc1)OCCCO2', 'CC(C)c1nc2ccc(NC(=O)c3cnccn3)cc2s1', 'Cc1ccncc1NC(=O)N1CCN(C(=O)C2CCCCC2)CC1', 'Cc1ccoc1C(=O)NCCc1ccc(F)c(Br)c1', 'Cc1ccc(OCC(=O)NC(C)C(C)C)c(CO)c1', 'CCc1ccc(S(=O)(=O)Nc2cnn(CC3CC3)c2)cc1', 'CS(=O)(=O)Nc1ccc(NC(=O)c2cccc(C#N)c2)cc1', 'N#Cc1ccccc1C(=O)N1CCCC2(C=Cc3ccccc3O2)CC1', 'CCOc1ccc(NC(=O)c2ccc3[nH]c(C)nc3c2)cc1', 'CCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(C(=O)OC)cc1', 'CC(C)(C)c1ncc(NC(=O)NC2c3ccccc3CC2O)cn1']","['3.370000', '4.270000', '2.620000']",0.0,,,,5.0
Moses,nach0,few_shot,Here are some SMILES strings of molecules: [example_SMILES]. Generate a similar molecule: ,3,"['N#Cc1ccn2nc(-c3ccccc3Cl)nc2c1', 'CS(=O)c1ccc(CN(CCC#N)CC2CC2)cc1', 'N#CC1CN(C(=O)CCC2CCCC2)CCN1Cc1ccccc1', 'CC(=O)c1cccc(NC(=O)Nc2nc(C)c(C(C)=O)s2)c1', 'COC(=O)c1ccc(CSc2cc(C#N)ccn2)o1', 'NC(=O)C1CN(C(=O)Nc2ccc3c(c2)oc2ccccc23)CCO1', 'CC(=O)Nc1nc(C(=O)N(C2CCCCC2)C2CC2)cs1', 'CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1NC', 'Cn1cnnc1S(=O)(=O)Cc1ncc(Cl)cc1Cl', 'CCCC1CN(C(=O)Cc2cc(F)ccc2F)CCO1', 'CCC(=O)N1CCCN(C(=O)Nc2ccccc2N(C)C)CC1', 'Cc1cccc(-n2nnnc2SCCNC(=O)C2CCCC2)c1C', 'Cc1nnsc1C(=O)NCC1CCN(c2cnccn2)CC1', 'CCOc1cccc(OC)c1-c1cc(N)c(=O)[nH]n1', 'O=C(c1ccc2[nH]ccc2c1)N1CCn2cc(Cn3cccn3)nc2C1', 'CCOC(=O)C1CCCN(Cc2cnc(C)n2-c2ccccc2)C1', 'Cc1ccc(NS(=O)(=O)c2cn[nH]c2)cc1C', 'O=S(=O)(NCc1ccc(F)cc1)c1cccc(Br)c1', 'N#Cc1ccc(NC2CCc3c(F)cccc32)nc1', 'COCCNC(=O)N1CCC(Oc2nc3ccccc3s2)CC1', 'Cc1ccc(NC(=O)CCC(=O)NCCc2ccccc2)cc1C', 'COc1ccccc1C(NC(=O)NCc1ccco1)c1ccccn1', 'O=C1CCC2(CCN(c3ncccn3)CC2)N1Cc1cccc(F)c1', 'CCCCN1CC(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O', 'CC=CCn1c(SC(C)C(=O)OC)nc2c1c(=O)[nH]c(=O)n2C', 'COc1ccc(Oc2cncnc2-c2ccc(OC)cc2O)cc1', 'CC(=O)NCCC(=O)Nc1ccccc1C(C)O', 'O=C(CCc1nc(-c2ccccc2Cl)no1)Nc1nc[nH]n1', 'CCOc1c(Cl)cc(CNC(=O)C2CNC(=O)N2)cc1OC', 'COc1ccc(C(C)=O)cc1CN1CCN(C)C1=O']","['3.370000', '3.160000', '3.930000']",0.0,,,,10.0
